#,title,releasedate,price,Score_rank,owners,playtime_median,developers,publishers
1403,Brass Town Wrestling,"Jan 30, 2020",$11.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Empty Teapot,Empty Teapot
1404,Unreal Golf,"Jun 24, 2021",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Rex Junior,Rex Junior
1405,Greyhound Manager 2 Rebooted,"Feb 9, 2017",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Strategic Designs Ltd.,Strategic Designs Ltd.
1406,Bibi & Tina - Adventures with Horses,"Nov 12, 2018",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Independent Arts Software,familyplay
1407,Zanshin,"Jan 30, 2018",$5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Seven Wolves Studio,Seven Wolves Studio
1408,Crazy Derby Racing,"Sep 11, 2021",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),DD Racing,gigantumgames
1409,Tail Drift,"Oct 29, 2014",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Attract Mode Games,Right Pedal Studios
1410,Frog story,"Mar 23, 2021",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FieldODD,kovalevviktor
1411,Extreme Formula Championship,"May 11, 2018",$6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd
1412,King of Texas,"Feb 21, 2019",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),King Key Games,King Key Games
1413,❂ Hexaluga ❂ Weapon and Shield ☯,"May 14, 2018",$9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Hexaluga,Hexaluga
1414,Parkour Simulator,"Mar 22, 2018",$17.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Action Portal,Action Portal
1415,Beach Ball Valley,"Oct 9, 2020",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Paul Eckhardt,Paraverse Games
1416,BOTOLO,"Dec 15, 2016",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Auren Snyder,Auren Snyder
1417,Tank Zombie Smasher,"Jul 20, 2021",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SimpleSoft,khukhrovr
1418,RC Rush,"Oct 8, 2021",$17.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Tea Monster Games, 4 Fun Studio",Tea Monster Games
1419,Puzzle Soccer,"Aug 1, 2021",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),TooIzzi Games,TooIzzi Games
1420,Golf For Fun,"Jul 29, 2021",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ninja Gamer Studio,Ninja Gamer Studio
1421,Jellyfish the Ghost,"May 1, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Randell Lynch,meokigame
1422,Shadow Fencer Theatre,"Jun 25, 2019",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ShuddaHaddaLottaFun,ShuddaHaddaLottaFun
1423,Pixel Puzzles 2: Paintings,"Apr 10, 2019",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),The Digital Puzzle Company,The Digital Puzzle Company
1424,Baseball Mogul 2018,"Apr 24, 2018",$29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Sports Mogul, Inc.","Sports Mogul, Inc."
1425,Basketball Madness,"Apr 3, 2020",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ITC Studio,ITC Studio
1426,BorderCollie Game,"Jun 3, 2020",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Craven,Craven
1427,YamaYama,"Jul 12, 2017",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Lumenox ehf,Lumenox ehf
1428,Pong Champion VR,"Jul 26, 2016",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),DegaSolutions,DegaSolutions
1429,WizzBall,"Dec 15, 2017",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),NRVR Studios,NRVR Studios
1430,Mech League Boxing,"Jan 10, 2018",$8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),VRGEN,VRGEN
1431,GACHIMUCHI The Card Game,"Mar 7, 2019",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),M♂NLY,M♂NLY
1432,Triumph in the Skies,"Nov 26, 2019",$17.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),"UG Virtual Reality Technology Co.,Ltd.","UG Virtual Reality Technology Co.,Ltd."
1433,"VR Fitness Gym (Cycling, Marathon, Football, etc)","Jun 4, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),William at Oxford,William at Oxford
1434,Ski Jump VR,"Jun 8, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pixel Perfect Dude,Pixel Perfect Dude
1435,VR Table Sports,"Aug 19, 2017",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Happy Bat,Happy Bat
1436,VNHL 2022,"Jan 4, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Slavomír Jurkovský,Slavomír Jurkovský
1437,Cove Point Fun Center VR,"Nov 20, 2017",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Armet Games,Armet Games
1438,Pure Football 2018,"Jan 17, 2018",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),PureFootball,PureFootball
1439,Bikour!,"Jan 22, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),The Most,The Most
1440,MLB Home Run Derby VR,"Apr 26, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),MLB,MLB
1441,Handball Manager - TEAM,"May 5, 2017",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"UniqueGames, Greencode",UniqueGames
1442,Discontinue,"Jun 10, 2019",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"PostBeta, Blue Knight Games",PostBeta
1443,Cloudlands 2,"Jan 17, 2020",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Futuretown,Futuretown
1444,Hard Driver 2,"Jun 18, 2021",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wertex Games,gigantumgames
1445,World of Golf,"Oct 7, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Krazy Studios,Krazy Studios
1446,Paddle Battle,"Oct 25, 2017",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Birdshark! Games,Birdshark! Games
1447,BE THE HERO,"Aug 25, 2018",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),EXPVR Inc.,EXPVR Inc.
1448,Sango Guardian Chaos Generation Steamedition,"Aug 7, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD","GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD"
1449,Car Crash Online,"Jul 25, 2018",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Smartmove,Smartmove
1450,Draft Day Sports: Pro Football 2020,"Aug 5, 2019",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wolverine Studios,Wolverine Studios
1451,MMA Simulator,"Sep 17, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Zever Games,Zever Games
1452,Horse Racing 2016,"Jul 14, 2017",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd
1453,Find the Oil Racing Edition,"Apr 1, 2019",$0.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
1454,Fantastic Pinball Thrills,"Jun 26, 2015",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Fancy Bytes, Reactor",United Independent Entertainment GmbH
1455,Premier Buggy Racing Tour,"Oct 10, 2017",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FlagmanJeremy,FlagmanJeremy
1456,9 Balls,"Apr 20, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),CasGames,CasGames
1457,Super Realistic Autocross,"Apr 4, 2019",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Doonamai, LLC","Doonamai, LLC"
1458,disc party,"Apr 30, 2020",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sokpop Collective,Sokpop Collective
1459,Hunting Unlimited 3,"Nov 6, 2020",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SCS Software,Ziggurat
1460,Button Soccer League,"Jul 11, 2020",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Jeferson Dias,Jeferson Dias
1461,Golf For Fun in Ice,"Sep 29, 2021",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ninja Gamer Studio,Ninja Gamer Studio
1462,Super Pixel Smash,"Jan 25, 2017",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Rank17,Rank17
1463,Graveball,"Jul 31, 2018",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Goin' Yumbo Games,3D Realms
1464,Bricks Frenzy,"Aug 17, 2020",$5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kenisoft Game Studio,Kenisoft Game Studio
1465,Gallantry,"Jun 25, 2021",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Priory Games,Priory Games
1466,Robot City Stadium,"Dec 21, 2016",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Virtual Vengeance,Virtual Vengeance
1467,KING PONG,"Feb 18, 2021",$19.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),Iconik,Iconik
1468,The Mountain Hunting,"Jun 24, 2021",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mustafa Bayraktar,Mustafa Bayraktar
1469,Starters Orders Classic Horse Racing,"Mar 7, 2020",$29.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Strategic Designs Ltd.,Strategic Designs Ltd.
1470,Trump and Virus,"May 12, 2020",$1.79,N/A (N/A),"0 .. 20,000",00:00 (00:00),"UG Virtual Reality Technology Co.,Ltd.","UG Virtual Reality Technology Co.,Ltd."
1471,Fishing Sim World: Bass Pro Shops Edition,"Nov 3, 2020",$39.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dovetail Games,Planet Entertainment
1472,Drunk Soccer is the Best Soccer,"Jul 15, 2021",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kiddy,Kiddy
1473,Kunlun Fight,"Dec 16, 2016",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Skyline Games,Skyline Games
1474,PingBall VR,"Apr 12, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Immersive Artz,Immersive Artz
1475,Angler's Life,"Oct 31, 2019",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),reCore Games,reCore Games
1476,God of Gym,"Jan 3, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Team KARPETTI,Team KARPETTI
1477,Drift Racing Rally,"May 5, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited
1478,Highway Traffic Racer,"Mar 5, 2021",$0.49,N/A (N/A),"0 .. 20,000",00:00 (00:00),Success Games,Success Games
1479,I Want Toilet!!!!!!,"Aug 11, 2017",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),JunkGameStudio,JunkGameStudio
1480,Cute Girls VR,"Sep 22, 2018",$8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Tomimar,Tomimar
1481,Drift Stunt Racing 2019,"Sep 26, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FlagmanJeremy,FlagmanJeremy
1482,Draft Day Sports: College Basketball 2019,"Feb 5, 2019",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wolverine Studios,Wolverine Studios
1483,VR Rome,"Nov 5, 2018",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Steven Luo,Steven Luo
1484,Gumball Drift,"Apr 4, 2016",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ghost Machine,Ghost Machine
1485,Holopoint: Chronicle,"Jan 31, 2019",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Alzan Studios, LLC","Alzan Studios, LLC"
1486,Burnout Drift,"Mar 28, 2019",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),BoneCracker Games,"BoneCracker Games, Buğra Özdoğanlar"
1487,Ski Jumping Pro VR,"Dec 6, 2019",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Yippee Entertainment,Kalypso Media Digital
1488,Draft Day Sports: College Football 2020,"Jan 28, 2020",$24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wolverine Studios,Wolverine Studios
1489,Cute Girls 可爱的女孩,"Oct 21, 2018",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Dance studio mix,Dance studio mix
1490,Cleaner,"Jul 9, 2019",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),S'Games,Lucky Games
1491,Acro Storm,"Dec 28, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Blue Comet Games,Blue Comet Games
1492,Tactical Soccer The New Season,"Nov 20, 2015",$9.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),EGCL,KISS ltd
1493,Deer Hunt Legends,"Jan 16, 2015",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Raylight Games,"KISS ltd, Maximum Games"
1494,Foosball VR,"Nov 9, 2018",$16.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Coduar,Coduar
1495,Escape Game Fort Boyard,"Jun 25, 2020",$24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Appeal Studio,Microids
1496,Life-Winner Cong's Double Dragon Dream,"May 4, 2021",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),神族宝,神族宝
1497,Circle Rally Party,"Apr 10, 2019",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Yvo Geldhof,Yvo Geldhof
1498,无奇刀 Wookie's Blade,"Sep 26, 2019",$5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Hangzhou Wookart Technology Co.,Ltd.","Hangzhou Wookart Technology Co.,Ltd."
1499,Wrestledunk Sports,"Aug 20, 2021",$12.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Team Fractal Alligator,Team Fractal Alligator
1500,Axe Throw VR,"Sep 17, 2018",$6.99,N/A (N/A),"20,000 .. 50,000",00:00 (00:00),"Tea Monster Games, PsychicParrot",Tea Monster Games
1501,NYC Bungee,"May 1, 2020",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Blackwall Labs,Blackwall Labs
1502,VR Disc Golf,"Jul 18, 2016",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FRS Game Studio,"Front Range Software, LLC"
1503,Castle: Jigsaw Puzzles,"May 23, 2018",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Boogygames Studios,Boogygames Studios
1504,Golf Pool VR,"Jul 16, 2020",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),LastnOni,Frozen Dreams
1505,Pixel Art Monster - Color by Number,"Apr 3, 2019",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Boogygames Studios,Boogygames Studios
1506,NetStars - VR Goalie Trainer,"Mar 29, 2018",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Josh Beatty, Mike Casto",Anchor Reality
1507,Poker Simulator,"Apr 6, 2018",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),netmin games,netmin games
1508,Encore Classic Puzzle & Board Games,"Jan 30, 2020",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),webfoot,Encore Software LLC.
1509,Hard Driver,"Jun 26, 2020",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wertex Games,gigantumgames
1510,Arc Wizards 3,"Jan 4, 2021",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Nacks Soft,Nacks Soft
1511,Draft Day Sports: College Football 2021,"Feb 5, 2021",$24.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wolverine Studios,Wolverine Studios
1512,Tractorball,"Oct 4, 2017",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ninja Whale Studios,Ninja Whale Studios
1513,Football Heroes Turbo,"Sep 6, 2018",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Run Games,Run Games
1514,Roomscale Coaster,"Mar 1, 2017",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),,
1515,The Unicorn Princess,"Nov 14, 2019",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Caipirinha Games,Toplitz Productions
1516,Fancy Skiing 2: Online,"Jul 13, 2018",$11.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),哈视奇科技,哈视奇科技
1517,Billiards,"Sep 9, 2008",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),baKno Games,baKno Games
1518,Good Boy!,"May 2, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),FastGame,FastGame
1519,Minigolf VR,"Apr 5, 2016",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Virtualex,Virtualex
1520,Muscle Car Robot,"May 1, 2019",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),A Nostru,A Nostru
1521,Draft Day Sports: Pro Basketball 2017,"Nov 17, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Wolverine Studios,Wolverine Studios
1522,Girlfriend Cards,"Sep 20, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),meokigame,meokigame
1523,Precision Archery: Competitive,"Feb 6, 2018",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Salsawi,Salsawi Games
1524,The Real Man Summer Championship 2019,"Sep 20, 2019",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SpikyPike,SpikyPike
1525,Action SuperCross,"Feb 11, 1997",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Elasto Mania Team, Balazs Rozsa",Elasto Mania Team
1526,Jockey Rush,"Jul 15, 2016",$19.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Strategic Designs Ltd.,Strategic Designs Ltd.
1527,Corners,"Nov 25, 2020",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),LAS Team,LAS Team
1528,Blockpocalypse,"Oct 5, 2016",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),dimeStudios,dimeStudios
1529,Soccer Battle Royale,"Nov 3, 2018",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),DitzelGames,Indie
1530,Rocket Rumble,"Aug 3, 2021",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),PixelNAUTS Games,PixelNAUTS Games
1531,Punch Pad Workout,"Aug 14, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),MobileFusion Apps Ltd,MobileFusion Apps Ltd
1532,Rhythm Defender,"May 14, 2019",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Gameplay Studio VR,Gameplay Studio VR
1533,FULLCHOKE : Clay Shooting VR,"Nov 27, 2019",$16.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),ROLLINGJ GAMES,ROLLINGJ GAMES
1534,PBA Basketball Slam: Arcade Edition,"Aug 31, 2020",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ranida Games,Ranida Games
1535,COMBAT INSTINCT,"Oct 19, 2017",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Prism Interactive Entertainment Inc.,Prism Interactive Entertainment Inc.
1536,Monster MIX,"Sep 6, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),URUS GAMES,URUS GAMES
1537,Grid Clash VR,"Sep 4, 2019",$8.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Great Boolean,Great Boolean
1538,KURT - DER FUSSBALLMANAGER,"Feb 1, 1999",$11.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Heart-Line, Greencode",UniqueGames Publishing GmbH
1539,Detective Story: Reporter,"Jul 16, 2021",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),LTZinc,LTZinc
1540,Worldy Cup,"Aug 10, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Tommosaur,Tommosaur
1541,Ragnarok Chess,"May 4, 2021",$1.19,N/A (N/A),"0 .. 20,000",00:00 (00:00),Minimol Games,Minimol Games
1542,World Championship Boxing Manager,"Jan 1, 1990",$6.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Goliath Games,Ziggurat
1543,XBall Champion,"Feb 12, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sky Coder,Sky Coder
1544,Horse World,"Mar 26, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Crenetic GmbH Studios,familyplay
1545,Badminton Kings VR,"Mar 12, 2018",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Appnori Inc.,Appnori Inc.
1546,3Gun Nation VR,"Feb 28, 2019",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Team Bravo Limited,Team Bravo Limited
1547,Rainbow Duck,"Aug 29, 2019",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Boogygames Studios,Boogygames Studios
1548,Boxing Saga,"Oct 20, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),VR PrinceTechnology development Beijing Co. Ltd,VR PrinceTechnology development Beijing Co. Ltd
1549,Table Football Pro,"May 22, 2017",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ticklersoft,Ticklersoft
1550,ELON on MARS,"Sep 23, 2019",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),SRS Games,SRS Games
1551,Extreme Drifters,"Jul 25, 2018",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Burning Asphalt Group,Burning Asphalt Group
1552,Dinosaur Bone Digging,"Apr 25, 2019",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),A Nostru,A Nostru
1553,Bedlamball,"Apr 19, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Evan Peiperl, Brianna Livesay",Solidplasma Studios LLC
1554,Lethal Lawns: Competitive Mowing Bloodsport,"Mar 30, 2018",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"dimeStudios, kaijuStomp","dimeStudios, kaijuStomp"
1555,Cygnus Pizza Race,"Feb 11, 2021",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Longplay Games,Indie Imprint
1556,VRQB,"Sep 8, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"After Sunset Games, LLC","After Sunset Games, LLC"
1557,PogoChamp,"Apr 12, 2021",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Jake Rabinowitz,Jake Rabinowitz
1558,Hyzer Sky,"Aug 10, 2020",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Markus Amberla,Markus Amberla
1559,Space Dance Harmony,"Feb 18, 2021",$12.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Phenomena,Phenomena
1560,Wild Wild Chess,"Apr 23, 2021",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Minimol Games,Minimol Games
1561,THE E BALL,"May 1, 2018",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),URUS GAMES,URUS GAMES
1562,BADBLOOD,"Nov 13, 2015",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Winnie Song,WSONG LLC
1563,Zero-G,"Jan 13, 2017",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Søren Trautner Madsen,Trautner Games
1564,BARDO,"Oct 1, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Apache,Apache
1565,Dare Course,"Jul 29, 2018",$11.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Arcane Bay Labs,Arcane Bay Labs
1566,Badminton Warrior (羽毛球勇士 中国新年版),"Nov 15, 2018",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Milpitians,Milpitians
1567,Golf Extreme,"Mar 21, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),S'Games,Lucky Games
1568,Polywings,"Feb 1, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Mariano Larronde,Mariano Larronde
1569,The Killer of Dishonor,"May 7, 2021",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),LTZinc,LTZinc
1570,Bicyclism EP,"Nov 14, 2016",$7.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Acid Cat,Acid Cat
1571,Transporter Truck Simulator,"Sep 17, 2019",$1.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),A Nostru,A Nostru
1572,Biathlon Battle VR,"Feb 13, 2020",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Academtech LLC,Animar Games
1573,Alpine Ski VR,"Dec 16, 2016",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Suchworks Ltd,Suchworks Ltd
1574,Elite Commander,"Dec 1, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),indiegames3000,indiegames3000
1575,PRO FISHING SIMULATOR,"Nov 29, 2018",$39.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Sanuk Games,Nacon
1576,Hot Pinball Thrills,"Jun 26, 2015",$3.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),"Fancy Bytes, Reactor",United Independent Entertainment GmbH
1577,Assault Corps 2,"Jul 16, 2015",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),AOS GAME,AOS GAME
1578,Martial Arts: Capoeira,"Jun 12, 2014",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Twelve Games,Libredia
1579,MotorSport Revolution,"Jan 15, 2015",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Ghost Machine,Ghost Machine
1580,Drone Fighters,"Apr 21, 2017",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Surreal Games,Surreal Games
1581,Total Arcade Racing,"May 6, 2021",$9.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Pretty Fly Games,Pretty Fly Games
1582,World Soccer Strikers '91,"Aug 18, 2021",$5.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Bipolar Dawn,Meteorbyte Studios
1583,Ballsy! World Cup 2020,"Oct 28, 2020",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Properly Decent,Properly Decent
1584,BasCatball Jupiter: Basketball & Cat,"Jan 15, 2021",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Opala Project,Opala Project
1585,BasCatball Saturn: Basketball & Cat,"Apr 1, 2021",$2.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Opala Project,Opala Project
1586,Battle Shapes,"Jan 4, 2019",$4.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Kawaiisun Games,Kawaiisun Games
1587,Speedy Golf,"May 5, 2021",$14.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),Off The Deck Games,Off The Deck Games
1588,Mini Car Money Chase,"Dec 21, 2020",$0.99,N/A (N/A),"0 .. 20,000",00:00 (00:00),xproject,KazakovStudios
